TABLE,RESPONSE,GROUP,GROUP WEIGHTED %,GROUP WEIGHTED #,WEIGHTED SAMPLE SIZE (#),UNWEIGHTED SAMPLE SIZE (#)
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,HH INCOME: $100K+,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,HH INCOME: $100K+,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,HH INCOME: $100K+,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,HH INCOME: $100K+,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",AGE: 18- 34,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,AGE: 18- 34,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,AGE: 18- 34,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,AGE: 18- 34,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,AGE: 18- 34,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,AGE: 18- 34,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,AGE: 18- 34,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,AGE: 18- 34,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",AGE: 35- 54,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,AGE: 35- 54,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,AGE: 35- 54,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,AGE: 35- 54,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,AGE: 35- 54,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,AGE: 35- 54,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,AGE: 35- 54,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,AGE: 35- 54,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",AGE: 55+,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,AGE: 55+,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,AGE: 55+,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,AGE: 55+,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,AGE: 55+,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,AGE: 55+,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,AGE: 55+,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,AGE: 55+,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",EDUCATION: L.T. H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,EDUCATION: L.T. H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,EDUCATION: L.T. H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,EDUCATION: L.T. H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,EDUCATION: L.T. H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,EDUCATION: L.T. H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,EDUCATION: L.T. H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,EDUCATION: L.T. H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",EDUCATION: Grad H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,EDUCATION: Grad H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,EDUCATION: Grad H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,EDUCATION: Grad H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,EDUCATION: Grad H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,EDUCATION: Grad H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,EDUCATION: Grad H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,EDUCATION: Grad H.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",EDUCATION: Some P.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,EDUCATION: Some P.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,EDUCATION: Some P.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,EDUCATION: Some P.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,EDUCATION: Some P.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,EDUCATION: Some P.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,EDUCATION: Some P.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,EDUCATION: Some P.S.,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",EDUCATION: Grad P.S.,20.60982885,3.285122342,15.9395906,13
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,EDUCATION: Grad P.S.,11.35359679,1.809716846,15.9395906,13
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,EDUCATION: Grad P.S.,22.80538989,3.635085782,15.9395906,13
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,EDUCATION: Grad P.S.,13.42417125,2.139757938,15.9395906,13
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,EDUCATION: Grad P.S.,11.83929171,1.887134628,15.9395906,13
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,EDUCATION: Grad P.S.,9.896751051,1.5775016,15.9395906,13
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,EDUCATION: Grad P.S.,3.374462799,0.537875555,15.9395906,13
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,EDUCATION: Grad P.S.,6.69650767,1.067395907,15.9395906,13
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",NOVA SCOTIA %,36.05758785,8.263236228,22.91677486,18
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,NOVA SCOTIA %,23.71570822,5.434875459,22.91677486,18
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,NOVA SCOTIA %,22.74572846,5.212587382,22.91677486,18
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,NOVA SCOTIA %,9.337081465,2.139757938,22.91677486,18
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,NOVA SCOTIA %,8.234730408,1.887134628,22.91677486,18
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,NOVA SCOTIA %,6.883610847,1.5775016,22.91677486,18
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,NOVA SCOTIA %,2.34708225,0.537875555,22.91677486,18
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,NOVA SCOTIA %,16.97189605,3.889411208,22.91677486,18
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",REGION: Halifax,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,REGION: Halifax,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,REGION: Halifax,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,REGION: Halifax,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,REGION: Halifax,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,REGION: Halifax,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,REGION: Halifax,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,REGION: Halifax,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",REGION: Cape Breton,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,REGION: Cape Breton,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,REGION: Cape Breton,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,REGION: Cape Breton,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,REGION: Cape Breton,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,REGION: Cape Breton,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,REGION: Cape Breton,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,REGION: Cape Breton,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",REGION: Rest of mainland,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,REGION: Rest of mainland,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,REGION: Rest of mainland,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,REGION: Rest of mainland,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,REGION: Rest of mainland,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,REGION: Rest of mainland,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,REGION: Rest of mainland,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,REGION: Rest of mainland,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",GENDER: M,24.94595698,2.890126461,11.58555057,10
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,GENDER: M,0,0,11.58555057,10
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,GENDER: M,16.28869182,1.887134628,11.58555057,10
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,GENDER: M,18.4691951,2.139757938,11.58555057,10
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,GENDER: M,16.28869182,1.887134628,11.58555057,10
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,GENDER: M,0,0,11.58555057,10
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,GENDER: M,4.642641295,0.537875555,11.58555057,10
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,GENDER: M,19.36482299,2.24352136,11.58555057,10
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",GENDER: F,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,GENDER: F,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,GENDER: F,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,GENDER: F,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,GENDER: F,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,GENDER: F,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,GENDER: F,,,,
